annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;adresse;nombre_de_sites;consommation_annuelle_totale_de_ladresse_mwh;code_grand_secteur;code_categorie_consommation;code_secteur_naf2;code_commune;nom_commune;code_epci;code_departement;code_region;tri_des_adresses
2021;920350109;Chedal Anglay;77;A;BOULEVARD;DE LA REPUBLIQUE;77 A BOULEVARD DE LA REPUBLIQUE;1;1233.077;TERTIAIRE;ENT;61;92035;La Garenne-Colombes;200054781;92;11;73568
2024;060270107;Juin-Kennedy;;;RUE;THOMAS EDISON;RUE THOMAS EDISON;1;729.173;TERTIAIRE;ENT;61;06027;Cagnes-sur-Mer;200030195;06;93;73577
2022;621931501;Fontinettes Fleurs;1;;RUE;DES FONTINETTES;1 RUE DES FONTINETTES;1;211.239;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;73591
2021;920350111;Plaisance;72;;AVENUE;DU GENERAL DE GAULLE;72 AVENUE DU GENERAL DE GAULLE;1;3698.275;TERTIAIRE;ENT;61;92035;La Garenne-Colombes;200054781;92;11;73597
2024;460420102;Charles de Gaulle;;;;AV CH. FRAYSSINET;AV CH. FRAYSSINET;1;607.778;TERTIAIRE;ENT;61;46042;Cahors;200023737;46;76;73648
2024;460420301;Terre Rouge;;;;AV DU 8E R I;AV DU 8E R I;1;64.05;TERTIAIRE;ENT;61;46042;Cahors;200023737;46;76;73649
2023;621931501;Fontinettes Fleurs;1;;RUE;DES FONTINETTES;1 RUE DES FONTINETTES;1;191.343;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;73678
2022;621930201;Petit Courgain Voltaire;246;;RUE;MOLLIEN;246 RUE MOLLIEN;1;77.908;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;73799
2022;621930501;Normandie-Niémen;;;;R U E C O S T E S & B E L L O N T E;R U E C O S T E S & B E L L O N T E;1;14.483;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;73847
2023;621930501;Normandie-Niémen;;;RUE;MARCEL DORET;RUE MARCEL DORET;1;12.724;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;73893
2023;621930201;Petit Courgain Voltaire;246;;RUE;MOLLIEN;246 RUE MOLLIEN;1;183.594;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;73912
2021;593680402;Grand Boulevard 2;125;;AVENUE;DE LA REPUBLIQUE;125 AVENUE DE LA REPUBLIQUE;1;148.047;TERTIAIRE;ENT;61;59368;La Madeleine;200093201;59;32;73924
2024;621930203;Petit Courgain Anatole France;;;RUE;BOSSUET;RUE BOSSUET;1;611.266;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;74020
2022;690340501;Pasteur;116;;AVENUE;ALEXANDER FLEMING;116 AVENUE ALEXANDER FLEMING;1;87.453;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74110
2022;690340602;Vassieux;;;;AVE POUMEYROL/RUE BAIZET;AVE POUMEYROL/RUE BAIZET;1;112.39;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74116
2024;621931501;Fontinettes Fleurs;1;;RUE;DES FONTINETTES;1 RUE DES FONTINETTES;1;170.819;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;74156
2023;690340501;Pasteur;116;;AVENUE;ALEXANDER FLEMING;116 AVENUE ALEXANDER FLEMING;1;85.681;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74190
2023;690340602;Vassieux;;;;AVE POUMEYROL/RUE BAIZET;AVE POUMEYROL/RUE BAIZET;1;113.58;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74196
2022;690340201;Centre-Bourg;2;;AVENUE;MARC SANGNIER;2 AVENUE MARC SANGNIER;1;238.848;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74247
2022;690340201;Centre-Bourg;16;;AVENUE;PIERRE TERRASSE;16 AVENUE PIERRE TERRASSE;1;195.478;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74277
2023;690340201;Centre-Bourg;2;;AVENUE;MARC SANGNIER;2 AVENUE MARC SANGNIER;1;299.991;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74343
2024;621930501;Normandie-Niémen;825;;RUE;MARCEL DORET;825 RUE MARCEL DORET;1;6.854;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;74362
2024;621930501;Normandie-Niémen;;;RUE;MARCEL DORET;RUE MARCEL DORET;1;10.73;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;74371
2024;621930201;Petit Courgain Voltaire;246;;RUE;MOLLIEN;246 RUE MOLLIEN;1;212.249;TERTIAIRE;ENT;61;62193;Calais;200090751;62;32;74388
2021;851910702;Z.I. Sud;97;;BOULEVARD;DE L INDUSTRIE;97 BOULEVARD DE L INDUSTRIE;1;112.225;TERTIAIRE;ENT;61;85191;La Roche-sur-Yon;248500589;85;52;74547
2024;690340501;Pasteur;116;;AVENUE;ALEXANDER FLEMING;116 AVENUE ALEXANDER FLEMING;1;79.173;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74663
2022;591220109;Cambrai 9;;;PLACE;EUGENE THOMAS;PLACE EUGENE THOMAS;1;762.455;TERTIAIRE;ENT;61;59122;Cambrai;200068500;59;32;74687
2024;690340602;Vassieux;;;AVENUE;DE POUMEYROL;AVENUE DE POUMEYROL;1;114.23;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74734
2021;851910101;Pentagone Nord;10;;RUE;SALVADOR ALLENDE;10 RUE SALVADOR ALLENDE;1;1006.843;TERTIAIRE;ENT;61;85191;La Roche-sur-Yon;248500589;85;52;74748
2023;591220109;Cambrai 9;;;PLACE;EUGENE THOMAS;PLACE EUGENE THOMAS;1;740.909;TERTIAIRE;ENT;61;59122;Cambrai;200068500;59;32;74794
2024;690340201;Centre-Bourg;2;;AVENUE;MARC SANGNIER;2 AVENUE MARC SANGNIER;1;274.406;TERTIAIRE;ENT;61;69034;Caluire-et-Cuire;200046977;69;84;74820
2021;173000103;Centre Préfecture;9;;RUE;DES TEMPLIERS;9 RUE DES TEMPLIERS;1;208.308;TERTIAIRE;ENT;61;17300;La Rochelle;241700434;17;75;74917
2022;240750000;Campagnac-lès-Quercy (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;63.903;TERTIAIRE;ENT;61;24075;Campagnac-lès-Quercy;200041440;24;75;74937
2021;173000501;Mireuil Ouest;1;;RUE;EUGENE LABICHE;1 RUE EUGENE LABICHE;1;221.586;TERTIAIRE;ENT;61;17300;La Rochelle;241700434;17;75;74984
2023;240750000;Campagnac-lès-Quercy (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;60.136;TERTIAIRE;ENT;61;24075;Campagnac-lès-Quercy;200041440;24;75;75038
2022;591230000;Camphin-en-Carembault (commune non irisée);;;RUE;NATIONALE;RUE NATIONALE;1;45.188;TERTIAIRE;ENT;61;59123;Camphin-en-Carembault;200041960;59;32;75059
2021;831260101;Centre Ville-Peyron;85;;IMPASSE;DES CABLIERS;85 IMPASSE DES CABLIERS;1;203.298;TERTIAIRE;ENT;61;83126;La Seyne-sur-Mer;248300543;83;93;75220
2024;591220109;Cambrai 9;;;PLACE;EUGENE THOMAS;PLACE EUGENE THOMAS;1;689.096;TERTIAIRE;ENT;61;59122;Cambrai;200068500;59;32;75270
2022;660370104;Plage Sud;;;AVENUE;DES ARENES;AVENUE DES ARENES;1;197.07;TERTIAIRE;ENT;61;66037;Canet-en-Roussillon;200027183;66;76;75390
2023;660370104;Plage Sud;;;AVENUE;DES ARENES;AVENUE DES ARENES;1;186.921;TERTIAIRE;ENT;61;66037;Canet-en-Roussillon;200027183;66;76;75490
2024;240750000;Campagnac-lès-Quercy (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;64.834;TERTIAIRE;ENT;61;24075;Campagnac-lès-Quercy;200041440;24;75;75524
2021;385090103;Centre Est Sud;10;;RUE;JUSTIN VERNET;10 RUE JUSTIN VERNET;1;233.079;TERTIAIRE;ENT;61;38509;La Tour-du-Pin;200068567;38;84;75536
2022;060290101;Moure Rouge;;;;2 3 R U E J G R A N T M I L N E;2 3 R U E J G R A N T M I L N E;1;267.956;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;75541
2024;660370104;Plage Sud;;;AVENUE;DES ARENES;AVENUE DES ARENES;1;180.513;TERTIAIRE;ENT;61;66037;Canet-en-Roussillon;200027183;66;76;75979
2022;060290109;Saint-Nicolas;;;IMPASSE;DENANS;IMPASSE DENANS;1;1044.201;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76027
2023;060290109;Saint-Nicolas;;;IMPASSE;DENANS;IMPASSE DENANS;1;1169.397;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76079
2024;060290121;Pierre Longue;1;;BOULEVARD;BEAUSITE;1 BOULEVARD BEAUSITE;1;165.025;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76164
2021;772430201;Déviation Route Nationale 34 Nord;8;;RUE;CAVALLO PEDUZZI;8 RUE CAVALLO PEDUZZI;1;97.581;TERTIAIRE;ENT;61;77243;Lagny-sur-Marne;247700594;77;11;76181
2024;060290111;Croisette-Palm-Beach;10;;RUE;BUTTURA;10 RUE BUTTURA;1;93.577;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76182
2021;772430102;Tassigny-Leclerc Centre;6;;RUE;DE NANCY;6 RUE DE NANCY;1;175.735;TERTIAIRE;ENT;61;77243;Lagny-sur-Marne;247700594;77;11;76199
2022;060290118;Le Grand Jas;29;;CHEMIN;DU PERIER;29 CHEMIN DU PERIER;1;760.171;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76208
2023;060290118;Le Grand Jas;29;;CHEMIN;DU PERIER;29 CHEMIN DU PERIER;1;738.093;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76271
2022;060290124;Saint-Cassien-Bastide Rouge;197;;AVENUE;FRANCIS TONNER;197 AVENUE FRANCIS TONNER;1;1071.385;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76296
2023;060290124;Saint-Cassien-Bastide Rouge;197;;AVENUE;FRANCIS TONNER;197 AVENUE FRANCIS TONNER;1;1045.189;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76368
2023;060290101;Moure Rouge;23;;RUE;JAMES GRANT MILNE;23 RUE JAMES GRANT MILNE;1;256.857;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76443
2021;593280405;Champs de Courses-Delecaux;35;;RUE;GAMBETTA;35 RUE GAMBETTA;1;1602.987;TERTIAIRE;ENT;61;59328;Lambersart;200093201;59;32;76497
2022;060290109;Saint-Nicolas;24;;RUE;MERLE;24 RUE MERLE;1;367.916;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76521
2024;060290109;Saint-Nicolas;32;;RUE;DE MIMONT;32 RUE DE MIMONT;1;175.566;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76525
2024;060290109;Saint-Nicolas;;;IMPASSE;DENANS;IMPASSE DENANS;1;1215.844;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76555
2023;060290109;Saint-Nicolas;24;;RUE;MERLE;24 RUE MERLE;1;57.473;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76610
2021;291030102;La Garenne-Centre Ville Est;4;;RUE;DE LA TOUR D AUVERGNE;4 RUE DE LA TOUR D AUVERGNE;1;272.827;TERTIAIRE;ENT;61;29103;Landerneau;242900801;29;53;76636
2024;060290118;Le Grand Jas;29;;CHEMIN;DU PERIER;29 CHEMIN DU PERIER;1;627.41;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76742
2022;761570201;Béguinière;;;ROUTE;DE DUCLAIR;ROUTE DE DUCLAIR;1;127.939;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;76772
2022;761570302;Cité Verte-Zone b;14;;AVENUE;DE VERSAILLES;14 AVENUE DE VERSAILLES;1;82.639;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;76786
2022;761570201;Béguinière;769228;;RUE;DU CHENE A LEU;769228 RUE DU CHENE A LEU;1;1221.066;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;76800
2024;060290124;Saint-Cassien-Bastide Rouge;197;;AVENUE;FRANCIS TONNER;197 AVENUE FRANCIS TONNER;1;912.892;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76837
2023;761570201;Béguinière;;;ROUTE;DE DUCLAIR;ROUTE DE DUCLAIR;1;114.232;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;76857
2023;761570302;Cité Verte-Zone b;14;;AVENUE;DE VERSAILLES;14 AVENUE DE VERSAILLES;1;81.439;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;76871
2023;761570201;Béguinière;769228;;RUE;DU CHENE A LEU;769228 RUE DU CHENE A LEU;1;1236.005;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;76886
2024;060290101;Moure Rouge;23;;RUE;JAMES GRANT MILNE;23 RUE JAMES GRANT MILNE;1;226.995;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76914
2024;060290110;Gare;;;RUE;JEAN JAURES;RUE JEAN JAURES;1;37.375;TERTIAIRE;ENT;61;06029;Cannes;200039915;06;93;76959
2021;024080301;Gare Saint-Marcel;78;;RUE;LEON NANQUETTE;78 RUE LEON NANQUETTE;1;360.741;TERTIAIRE;ENT;61;02408;Laon;200043495;02;32;77125
2024;761570302;Cité Verte-Zone b;14;;AVENUE;DE VERSAILLES;14 AVENUE DE VERSAILLES;1;77.566;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;77345
2024;761570201;Béguinière;127;;RUE;DU CHENE A LEU;127 RUE DU CHENE A LEU;1;1184.632;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;77359
2024;761570201;Béguinière;;;;RUE BUCHLOZ/RTE DUCLAIR 769225;RUE BUCHLOZ/RTE DUCLAIR 769225;1;101.041;TERTIAIRE;ENT;61;76157;Canteleu;200023414;76;28;77390
2021;531300107;Gare-Senelle-Pont de Paris;14;;RUE;CLAUDE CHAPPE;14 RUE CLAUDE CHAPPE;1;528.519;TERTIAIRE;ENT;61;53130;Laval;200083392;53;52;77404
2022;330950000;Captieux (commune non irisée);;;AVENUE;DE LA GARE;AVENUE DE LA GARE;1;62.763;TERTIAIRE;ENT;61;33095;Captieux;200043982;33;75;77428
2023;330950000;Captieux (commune non irisée);;;AVENUE;DE LA GARE;AVENUE DE LA GARE;1;58.777;TERTIAIRE;ENT;61;33095;Captieux;200043982;33;75;77518
2021;531300105;Bel-Air-Beauregard;32;;RUE;JEAN MACE;32 RUE JEAN MACE;1;104.057;TERTIAIRE;ENT;61;53130;Laval;200083392;53;52;77591
2022;110690904;Saint-Michel-Domairon-Artigues-Estagnol;78;;ALLEE;D IENA;78 ALLEE D IENA;1;900.197;TERTIAIRE;ENT;61;11069;Carcassonne;200035715;11;76;77808
2021;543040104;Village Petit Arbois;12;;RUE;DU PLATEAU;12 RUE DU PLATEAU;1;46.969;TERTIAIRE;ENT;61;54304;Laxou;245400676;54;44;77820
2023;110690904;Saint-Michel-Domairon-Artigues-Estagnol;78;;ALLEE;D IENA;78 ALLEE D IENA;1;854.644;TERTIAIRE;ENT;61;11069;Carcassonne;200035715;11;76;77869
2022;110690904;Saint-Michel-Domairon-Artigues-Estagnol;45;;AVENUE;DU PDT FRANKLIN ROOSEVELT;45 AVENUE DU PDT FRANKLIN ROOSEVELT;1;221.4;TERTIAIRE;ENT;61;11069;Carcassonne;200035715;11;76;77982
2024;330950000;Captieux (commune non irisée);;;AVENUE;DE LA GARE;AVENUE DE LA GARE;1;55.389;TERTIAIRE;ENT;61;33095;Captieux;200043982;33;75;77985
2023;110690904;Saint-Michel-Domairon-Artigues-Estagnol;45;;AVENUE;DU PDT FRANKLIN ROOSEVELT;45 AVENUE DU PDT FRANKLIN ROOSEVELT;1;196.779;TERTIAIRE;ENT;61;11069;Carcassonne;200035715;11;76;78058
2021;930070111;Iris 9;83;;AVENUE;HENRI BARBUSSE;83 AVENUE HENRI BARBUSSE;1;206.909;TERTIAIRE;ENT;61;93007;Le Blanc-Mesnil;200054781;93;11;78085
2024;11069xxxx;Fictif - Carcassonne;;;;1 RUE VILLAS ASF;1 RUE VILLAS ASF;1;0.683;TERTIAIRE;ENT;61;11069;Carcassonne;200035715;11;76;78264
2024;110690904;Saint-Michel-Domairon-Artigues-Estagnol;78;;ALLEE;D IENA;78 ALLEE D IENA;1;776.088;TERTIAIRE;ENT;61;11069;Carcassonne;200035715;11;76;78351
2024;110690904;Saint-Michel-Domairon-Artigues-Estagnol;45;;AVENUE;DU PDT FRANKLIN ROOSEVELT;45 AVENUE DU PDT FRANKLIN ROOSEVELT;1;205.65;TERTIAIRE;ENT;61;11069;Carcassonne;200035715;11;76;78531
2021;060300113;Aubanel;87;;BOULEVARD;SADI CARNOT;87 BOULEVARD SADI CARNOT;1;81.805;TERTIAIRE;ENT;61;06030;Le Cannet;200039915;06;93;78555
2021;781580106;Glatigny;10;;RUE;DU DOCTEUR AUDIGIER;10 RUE DU DOCTEUR AUDIGIER;1;377.89;TERTIAIRE;ENT;61;78158;Le Chesnay-Rocquencourt;247800584;78;11;78744
2022;131190102;Centre;;;;RELAIS DE TELEVISION ZONE E;RELAIS DE TELEVISION ZONE E;1;160.605;TERTIAIRE;ENT;61;13119;Carnoux-en-Provence;200054807;13;93;78788
2023;131190102;Centre;;;;RELAIS DE TELEVISION ZONE E;RELAIS DE TELEVISION ZONE E;1;150.565;TERTIAIRE;ENT;61;13119;Carnoux-en-Provence;200054807;13;93;78874
2022;840310102;Zone d'Activités Carpensud;90;;BOULEVARD;DE SOUVILLE;90 BOULEVARD DE SOUVILLE;1;122.015;TERTIAIRE;ENT;61;84031;Carpentras;248400053;84;93;78942
2022;840310107;Zone Périphérique Urbaine;;;RUE;DU FORUM;RUE DU FORUM;1;598.705;TERTIAIRE;ENT;61;84031;Carpentras;248400053;84;93;78981
2021;711530110;Foch;9;;AVENUE;DE VERDUN;9 AVENUE DE VERDUN;1;486.939;TERTIAIRE;ENT;61;71153;Le Creusot;247100290;71;27;78987
2023;840310102;Zone d'Activités Carpensud;90;;BOULEVARD;DE SOUVILLE;90 BOULEVARD DE SOUVILLE;1;117.396;TERTIAIRE;ENT;61;84031;Carpentras;248400053;84;93;79022
2023;840310107;Zone Périphérique Urbaine;;;RUE;DU FORUM;RUE DU FORUM;1;557.336;TERTIAIRE;ENT;61;84031;Carpentras;248400053;84;93;79066
2022;141370000;Carpiquet (commune non irisée);29;;RUE;DE L AVENIR;29 RUE DE L AVENIR;1;158.64;TERTIAIRE;ENT;61;14137;Carpiquet;200065597;14;28;79123
2023;141370000;Carpiquet (commune non irisée);29;;RUE;DE L AVENIR;29 RUE DE L AVENIR;1;140.93;TERTIAIRE;ENT;61;14137;Carpiquet;200065597;14;28;79220
2021;763220501;Le Bourg;3;;AVENUE;PHILIPPE LEBON;3 AVENUE PHILIPPE LEBON;1;128.55;TERTIAIRE;ENT;61;76322;Le Grand-Quevilly;200023414;76;28;79233
2022;440260108;Carquefou Est-Hors Agglomération;;;RUE;ANTARES;RUE ANTARES;1;27.321;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79235
2022;440260106;Zone Industrielle Nantes Carquefou;42;;RUE;DE LA GRANDE BRETAGNE;42 RUE DE LA GRANDE BRETAGNE;1;62.556;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79277
2023;440260108;Carquefou Est-Hors Agglomération;;;RUE;ANTARES;RUE ANTARES;1;25.953;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79297
2022;440260106;Zone Industrielle Nantes Carquefou;8;;RUE;DES PETITES INDUSTRIES;8 RUE DES PETITES INDUSTRIES;1;79.659;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79332
2024;131190102;Centre;;;;RELAIS DE TELEVISION ZONE E;RELAIS DE TELEVISION ZONE E;1;164.784;TERTIAIRE;ENT;61;13119;Carnoux-en-Provence;200054807;13;93;79337
2023;440260106;Zone Industrielle Nantes Carquefou;42;;RUE;DE LA GRANDE BRETAGNE;42 RUE DE LA GRANDE BRETAGNE;1;0;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79346
2023;440260106;Zone Industrielle Nantes Carquefou;8;;RUE;DES PETITES INDUSTRIES;8 RUE DES PETITES INDUSTRIES;1;80.103;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79411
2024;840310102;Zone d'Activités Carpensud;90;;BOULEVARD;DE SOUVILLE;90 BOULEVARD DE SOUVILLE;1;120.393;TERTIAIRE;ENT;61;84031;Carpentras;248400053;84;93;79480
2024;840310107;Zone Périphérique Urbaine;;;RUE;DU FORUM;RUE DU FORUM;1;521.6;TERTIAIRE;ENT;61;84031;Carpentras;248400053;84;93;79527
2021;763510901;Arcole Brindeau-Amiral Mouchez;3;;RUE;DESMARAIS;3 RUE DESMARAIS;1;280.104;TERTIAIRE;ENT;61;76351;Le Havre;200084952;76;28;79606
2024;141370000;Carpiquet (commune non irisée);29;;RUE;DE L AVENIR;29 RUE DE L AVENIR;1;137.519;TERTIAIRE;ENT;61;14137;Carpiquet;200065597;14;28;79679
2024;440260108;Carquefou Est-Hors Agglomération;;;RUE;ANTARES;RUE ANTARES;1;24.503;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79757
2021;763510401;Anatole France Danton-Gallieni;23;;RUE;JEAN BAPTISTE EYRIES;23 RUE JEAN BAPTISTE EYRIES;1;745.443;TERTIAIRE;ENT;61;76351;Le Havre;200084952;76;28;79771
2022;060330105;Les Écarts-Village-Plans de Carros;;;ROUTE;DE LA MANDA;ROUTE DE LA MANDA;1;292.606;TERTIAIRE;ENT;61;06033;Carros;200030195;06;93;79803
2024;440260106;Zone Industrielle Nantes Carquefou;8;;RUE;DES PETITES INDUSTRIES;8 RUE DES PETITES INDUSTRIES;1;75.834;TERTIAIRE;ENT;61;44026;Carquefou;244400404;44;52;79870
2022;130210101;Ouest;;;;C H E M I N   D U   J A S   V I E U X;C H E M I N D U J A S V I E U X;1;138.474;TERTIAIRE;ENT;61;13021;Carry-le-Rouet;200054807;13;93;79904
2023;060330105;Les Écarts-Village-Plans de Carros;;;ROUTE;DE LA MANDA;ROUTE DE LA MANDA;1;277.117;TERTIAIRE;ENT;61;06033;Carros;200030195;06;93;79909
2021;763511204;Bléville Renaissance;29;;RUE;ROBERT PLANQUETTE;29 RUE ROBERT PLANQUETTE;1;351.454;TERTIAIRE;ENT;61;76351;Le Havre;200084952;76;28;79921
2023;130210101;Ouest;;;CHEMIN;DU JAS VIEUX;CHEMIN DU JAS VIEUX;1;123.686;TERTIAIRE;ENT;61;13021;Carry-le-Rouet;200054807;13;93;80018
2022;622150104;Quartier Nord-Églissière;;;;R U E   D U   1 9   M A R S   1 9 6 2;R U E D U 1 9 M A R S 1 9 6 2;1;271.367;TERTIAIRE;ENT;61;62215;Carvin;246200299;62;32;80098
2023;622150104;Quartier Nord-Églissière;;;RUE;DU 19 MARS 1962;RUE DU 19 MARS 1962;1;257.592;TERTIAIRE;ENT;61;62215;Carvin;246200299;62;32;80156
2022;331020000;Casseuil (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;186.355;TERTIAIRE;ENT;61;33102;Casseuil;200044394;33;75;80202
2022;130220104;Périphérie;;;;BAOU DE LA SAOUPE;BAOU DE LA SAOUPE;1;196.183;TERTIAIRE;ENT;61;13022;Cassis;200054807;13;93;80216
2022;290250000;Cast (commune non irisée);;;;MENEZ QUELC'H;MENEZ QUELC'H;1;71.957;TERTIAIRE;ENT;61;29025;Cast;200067247;29;53;80300
2023;331020000;Casseuil (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;185.528;TERTIAIRE;ENT;61;33102;Casseuil;200044394;33;75;80309
2023;130220104;Périphérie;;;;BAOU DE LA SAOUPE;BAOU DE LA SAOUPE;1;194.916;TERTIAIRE;ENT;61;13022;Cassis;200054807;13;93;80317
2024;060330105;Les Écarts-Village-Plans de Carros;;;ROUTE;DE LA MANDA;ROUTE DE LA MANDA;1;259.316;TERTIAIRE;ENT;61;06033;Carros;200030195;06;93;80368
2023;290250000;Cast (commune non irisée);;;;MENEZ QUELC'H;MENEZ QUELC'H;1;83.43;TERTIAIRE;ENT;61;29025;Cast;200067247;29;53;80408
2021;721812701;Z.A. Novaxis;2;;ALLEE;DES GEMEAUX;2 ALLEE DES GEMEAUX;1;564.585;TERTIAIRE;ENT;61;72181;Le Mans;247200132;72;52;80468
2024;130210101;Ouest;;;CHEMIN;DU JAS VIEUX;CHEMIN DU JAS VIEUX;1;117.075;TERTIAIRE;ENT;61;13021;Carry-le-Rouet;200054807;13;93;80477
2022;840330000;Castellet-en-Luberon (commune non irisée);;;ROUTE;DE CASTELLET;ROUTE DE CASTELLET;1;97.772;TERTIAIRE;ENT;61;84033;Castellet-en-Luberon;200040624;84;93;80600
2021;721810501;La Butte;10;;RUE;EMMANUEL MAIRE;10 RUE EMMANUEL MAIRE;1;31.087;TERTIAIRE;ENT;61;72181;Le Mans;247200132;72;52;80600
2024;622150104;Quartier Nord-Églissière;;;RUE;DU 19 MARS 1962;RUE DU 19 MARS 1962;1;247.072;TERTIAIRE;ENT;61;62215;Carvin;246200299;62;32;80619
2023;840330000;Castellet-en-Luberon (commune non irisée);;;ROUTE;DE CASTELLET;ROUTE DE CASTELLET;1;98.123;TERTIAIRE;ENT;61;84033;Castellet-en-Luberon;200040624;84;93;80707
2024;331020000;Casseuil (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;184.631;TERTIAIRE;ENT;61;33102;Casseuil;200044394;33;75;80774
2024;130220104;Périphérie;;;;BAOU DE LA SAOUPE;BAOU DE LA SAOUPE;1;232.667;TERTIAIRE;ENT;61;13022;Cassis;200054807;13;93;80784
2022;340570101;Quartier Sud;;;;7 5 3 R O U T E D E L A P O M P I;7 5 3 R O U T E D E L A P O M P I;1;214.037;TERTIAIRE;ENT;61;34057;Castelnau-le-Lez;243400017;34;76;80851
2021;721812701;Z.A. Novaxis;54;;BOULEVARD;ROBERT JARRY;54 BOULEVARD ROBERT JARRY;1;279.164;TERTIAIRE;ENT;61;72181;Le Mans;247200132;72;52;80863
2024;290250000;Cast (commune non irisée);;;;MENEZ QUELC'H;MENEZ QUELC'H;1;88.674;TERTIAIRE;ENT;61;29025;Cast;200067247;29;53;80875
2021;764290101;Centre;2;;ROUTE;DE PARIS;2 ROUTE DE PARIS;1;246.877;TERTIAIRE;ENT;61;76429;Le Mesnil-Esnard;200023414;76;28;80984
2023;340570101;Quartier Sud;753;;ROUTE;DE LA POMPIGNANE;753 ROUTE DE LA POMPIGNANE;1;206.967;TERTIAIRE;ENT;61;34057;Castelnau-le-Lez;243400017;34;76;81011
2022;120620000;Castelnau-Pégayrols (commune non irisée);;;;CENTRE HERTZIEN LA VERGNETTE;CENTRE HERTZIEN LA VERGNETTE;1;24.826;TERTIAIRE;ENT;61;12062;Castelnau-Pégayrols;241200914;12;76;81031
2022;110760104;Verdun;;;;C E N T R A L R D L M I S E R I C O R;C E N T R A L R D L M I S E R I C O R;1;191.395;TERTIAIRE;ENT;61;11076;Castelnaudary;200035855;11;76;81096
